name,roaster,roast,origin,rating,review
Trust the Process — Full Natural,Red Rooster Coffee Roaster,Light,La Argentina,96,"An intricately original natural-processed Colombia cup that evolves as it cools — lyrically sweet, mysteriously savory, invitingly tart."
Colombia Finca El Caucho Pink Bourbon,Paradise Roasters,Light,Colombia,95,"A sweetly evocative presentation of Colombia Pink Bourbon, a rare and possibly misnamed variety particularly associated with the Huila region of Colombia. Classically wet-processed and driven by spicy floral, sweet citrus and tropical fruit notes."
Colombia Antioquia Natural Carbonic Maceration Caturra,Kakalove Cafe,Medium-Light,Colombia,95,"A rich, complex, decadently sweet cup processed by an unusual anaerobic natural fermentation method. Jammy, chocolaty, floral."
Colombia La Gallera Estate,Evie's Cafe,Light,Colombia,94,A honey-processed Colombia with the vibrant sweetness and elegant balance we might expect from a coffee composed of the distinguished Sidra and Bourbon varieties.
Colombia Pink Bourbon/Pink Lemonade Collaboration,Badbeard’s Microroastery,Medium-Light,Colombia,93,"A crisp, delicate yet confident Colombia cup — classically sweet and cocoa-toned with juicy acidity."
Colombia Finca El Paraiso,Dory Coffee Roasters,Medium-Light,Colombia,93,"Processed by an experimental anaerobic fermentation method that nets a savory, sweetly spicy and gingery, intriguingly unconventional cup. "
Aces La Juntas,JBC Coffee Roasters,Light,San Agustín,93,"A lively, crisply chocolaty and sweetly berry-driven cup with a particularly poised, suavely balanced structure."
Guatemala Acatenango Geisha,Regent Coffee,Light,Guatemala,93,"A bright, balanced, juicy Guatemala Geisha driven by stone fruit, floral and sweet nut notes with undertones of sweet herbs."
Memory Lane,Nostalgia Coffee Roasters,Medium-Light,Guatemala,92,"Friendly and appealing blend that is balanced, crisply fruit-toned, and satisfyingly chocolaty."
Monte Alban Mexico,JBC Coffee Roasters,Medium-Light,Oaxaca State,93,"A lovely Mexico cup from the Oaxaca region: rich and vibrant, with spice-toned florals and notes of berry and sweet hazelnut."
Kimi Blend,Mi's Cafe,Medium-Light,Colombia,93,"A carefully considered blend of coffees from three origins — Ethiopia, Colombia, Nicaragua — showing fine range and balance, with an especially pleasuring structure and bright, but not showy, acidity."
Guatemala Las Victorias Euphora Special Lot,Euphora Coffee,Medium-Light,Guatemala,93,"A clean, deep-toned Guatemala cup, dried in the whole fruit and gently tart-leaning (think fresh raspberry)."
Kenya Kirinyaga Baragwi Karumandi AA,Durango Coffee Company,Medium-Light,Fraijanes Plateau,94,"Cocoa-driven, floral-framed, with rich cedar and dark red fruit notes throughout; a classic Kenya cup."
Harimau Tiger Sumatra,JBC Coffee Roasters,Medium-Light,Sumatra,94,"A richly sweet, harmonious, balanced Sumatra cup vivid with fresh earth notes juxtaposed with deep fruit and floral suggestions."
Ethiopia Sidamo Washed,Coffee Please,Medium-Light,Southern Ethiopia,95,"A bold, resonant, richly floral washed Ethiopia cup, confident in its high-toned citrusy and honeysuckle-redolent aromatics."
San Antonio Guatemala,JBC Coffee Roasters,Medium-Light,San Marcos Department,93,A sweetly nut-driven coffee -- think pistachio -- with sweet herb and aromatic wood undertones.
La Esperanza Colombia Estate,Durango Coffee Company,Medium-Light,Colombia,93,"A very affordably priced microlot Colombia: berry-driven and chocolaty, with notes of rich nut brittle and sweet herbs."
La Coipa Peru,JBC Coffee Roasters,Medium-Light,Cajamarca Region,93,A deeply sweet Peru cup distinguished by rich fudge-like chocolate suggestions with berry and aromatic wood nuance.
Ethiopia Guji Uraga Washed,Coffee Please,Medium-Light,Southern Ethiopia,95,"A lovely washed-process Ethiopia cup with notes of both stone fruit (apricot) and stone fruit flowers (plum blossom) with a bright, juicy structure."
Thailand Pink Valley Natural,Paradise Roasters,Medium-Light,Thailand,93,"An unabashedly fruit-forward coffee, redolent of a whole range of sweet berries. Deeply floral as well. "
El Salvador La Guachocha,Cafe Grumpy,Medium-Light,Coatepeque,93,"Richly chocolaty and spicily floral with a hint of citrus for lift, this rare Orange Bourbon is a balanced, pleasing cup."
El Salvador Malacara B Orange,Cafe Grumpy,Medium-Light,Volcán Santa Ana,93,"An especially high-toned, juicy-bright El Salvador cup comprised entirely of the rare Orange Bourbon variety of Arabica."
Indonesia Golden Sumatra TP Espresso,GK Coffee,Medium,Sumatra,96,"A profoundly complex, lyrically sweet, deeply chocolaty Sumatra, with rich undertones of pipe tobacco and pistachio throughout. Skillfully roasted for espresso brewing."
Kenya Gachatha,Temple Coffee Roasters,Medium-Light,Aceh Province,95,"Richly spice-toned, floral- and fruit-driven, a complete expression of the great Kenya profile."
Ethiopia Suke Quto Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,Oromia Region,94,"An impressive, affordably priced single-origin espresso: a natural-processed Ethiopia driven by cleanly expressed fruit with ballast from sweet dark chocolate and sandalwood."
Ethiopia Gera Limu,Temple Coffee Roasters,Medium-Light,Southern Ethiopia,94,"A balanced, juicy washed Ethiopia cup driven by notes of stone fruit and cocoa nib — classically composed and deeply satisfying."
Peru Tambopata,Temple Coffee Roasters,Medium,Sandia Valley,93,"A resonant Peru cup with notes of deep florals, stone fruit and citrus zest."
Private Reserve Costa Rica Naranjo,San Francisco Bay Coffee,Medium,West Valley,91,"A cocoa-driven Costa Rica cup complicated by gentle notes of citrus zest, sweet fruit and florals."
Private Reserve Guatemala Medina Estate,San Francisco Bay Coffee,Medium,Guatemala,90,"A classic Guatemala cup: sweetly nut-toned, friendly, accessible."
Panama Finca Santa Teresa Lot 9,Old World Coffee Lab,Medium-Light,Western Panama,94,"A pretty, confident, expansive Panama cup, richly fruit- and floral-toned."
Honduro-Spro,RamsHead Coffee Roasters,Medium-Light,La Paz Department,92,A single-origin espresso from Honduras. Natural processing encourages a fruit-driven straight shot and a very chocolaty milk shot; especially full mouthfeel.
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,Small Eyes Cafe,Medium-Light,Central Guatemala,94,"A stone fruit and cocoa-driven Guatemala cup. Crisp, bright, vibrant, balanced."
Ethiopia Halo Hartume Daniel Mijane,Old World Coffee Lab,Medium-Light,Southern Ethiopia,94,"A high-toned, elegant washed Yirgacheffe cup with a floral and stone fruit throughline."
Costa Rica La Pastora Honey,RamsHead Coffee Roasters,Medium-Light,Costa Rica,92,"A crisp, high-toned Costa Rica honey-processed cup. Notes of tart apple and sweet florals throughout, supported by deep nut tones."
Colombia Cauca El Paraiso,SOT Coffee Roaster,Light,Colombia,96,"An exquisitely refined ultra-light-roasted coffee from Japan, all fruit and flowers, at turns delicate and mysterious, and consistently confident and engaging."
Taiwan Songyue Geisha,SOT Coffee Roaster,Light,Taiwan,94,"A fine Taiwan-grown Geisha, processed by the natural method, cleanly fruit-centered with spice-toned floral notes throughout the profile."
Kenya Kirinyaga Peaberry,Wildgoose Coffee Roasters,Light,South-Central Kenya,93,A rich-toned Kenya cup with classic black currant notes and both sweet and savory floral impulses.
Project Congo Muungano,Wonderstate Coffee,Light,Democratic Republic Of The Congo,93,"A chocolaty, sweetly nutty Congo cup from a highly regarded cooperative, one-third of whose members are women."
Humanitarian Grounds,Thanksgiving Coffee Company,Medium,Guatemala,92,Sweet floral suggestions complicate a base of richly aromatic cocoa and wood tones.
Kenya Nyeri,Green Stone Coffee,Medium-Light,South-Central Kenya,94,"A classic Kenya cup: vibrant, sweet-tart, with bright acidity, rich florals and dark-berry fruit."
Look for the Helpers,Tony's Coffee,Light,Central America,91,"100% of the profits from the sale of this coffee go to support the Bellingham Food Bank in Washington State — and it’s a friendly, accessible daily-drinker, sweet and cocoa-toned."
Nicaragua Women Producers,Sip of Hope Community Coffee Roasters,Medium-Light,Jinotega,92,"A balanced, crisply sweet Nicaragua cup produced by a woman-owned farm."
Josh Daniels Grateful Blend,Magnolia Coffee,Medium-Light,Colombia,92,"A rich, resonant blend of Papua New Guinea and Colombia coffees with an appealing cocoa throughline nuanced by sweet herb undertones."
Ethiopia Quantit,1951 Coffee Company,Medium-Light,Southern Ethiopia,92,"A balanced, gently spice-toned, delicately brisk washed Ethiopia cup."
#She_Builds,Dávila Kafe,Medium-Light,Ethiopia,92,"An interesting blend of two origins not often combined, Haiti and Ethiopia, netting a pleasing, richly sweet cup."
Twisted V.6 Espresso,JBC Coffee Roasters,Medium-Light,Central America,94," This house-blend espresso is deep, rich, floral and chocolaty; especially compelling in milk. And a bargain at $15.75 for 12 ounces."
Rwanda Sholi,Temple Coffee Roasters,Medium-Light,Southern Province,93,"An inviting, high-toned Rwanda cup with especially vibrant, juicy acidity. "
Addis Katema,JBC Coffee Roasters,Light,Gedeo Zone,93,"A classic washed Ethiopia cup: sweet, bright, balanced and juicy, with citrus and stone fruit notes supported by a cocoa throughline."
Peru Jheyner Roman,Temple Coffee Roasters,Medium-Light,Northern Peru,92,"A friendly and appealing Peru cup with crisp, chocolaty depth and an aroma reminiscent of pralines."
Colombia La Victoria,Temple Coffee Roasters,Medium-Light,Colombia,92,"A richly sweet, lingeringly aromatic Colombia cup with bittersweet floral notes."
Aged Sumatra Ulos Batak 2015,Paradise Roasters,Medium,Sumatra,94,"Paradise says, “This coffee reminds us of Paul Bunyan chopping his way through a great forest, wearing Old Spice cologne, smoking a cigar, and not giving a care.” In more explicit terms, this coffee is earthy, foresty, musky and fresh tobacco-toned."
Kona Uluwehi SL34,Paradise Roasters,Medium-Light,Kona,94,"Tropics in a cup, all fruit and spice-toned florals, supported by a syrupy mouthfeel and bright structure. "
Colombia Pink Bourbon Finca El Chaparote,Paradise Roasters,Light,Colombia,94,"An integrated, harmonious Pink Bourbon from Colombia with high-toned floral and fruit notes throughout — richly aromatic, juicy and bright."
Brazil Daterra Aramosa Anaerobic Honey,Paradise Roasters,Light,Brazil,93,A coffee from the just-developed Amarosa pre-cultivar processed by the anaerobic honey method — worth seeking out both for its rarity and its striking cup profile.
Kona Classic Dark,Paradise Roasters,Medium,Big Island Of Hawai’I,92,"A deep, confident darker-roasted Kona Typica that would play well with milk."
Thailand Huai Mae Liam White Honey,Paradise Roasters,Light,Chiang Rai,92,"A delicate, gently sweet-tart cup from Thailand — friendly, easy-drinking, and very sweet."
Espresso,Lina Premium Coffee,Medium-Dark,Colombia,91,"An affordably priced single-origin Colombia espresso, deftly roasted to bring out dark chocolate and nut tones, both particularly attractive in the milk shot."
Estate Finca La Lina,Lina Premium Coffee,Medium-Light,Colombia,90,"A friendly, easy-drinking Colombia cup with crisp chocolate and sweet nut  throughout."
Ethiopia Neja Fadil,Bird Rock Coffee Roasters,Medium-Light,Oromia Region,94,"A confidently fruit-driven natural-processed Ethiopia cup with depth, breadth, vivacity, and complexity."
Congo Muungano,Bird Rock Coffee Roasters,Light,Democratic Republic Of The Congo,93,A classic Central Africa cup driven by notes of stone fruit and spicy florals supported by rich-toned aromatic wood.
Ethiopia Guji Hambela G1 Natural,RanGuo Coffee,Medium-Light,Oromia Region,91,"An accessible, easygoing natural-processed Ethiopia cup: deeply sweet, crisply chocolaty, with hints of spicy florals throughout."
Peru Buena Vista Valerio Almanza Ccahua,SkyTop Coffee,Medium-Light,Peru,94,"A fine Peru cup with tropical aromatics, lively, balanced acidity and crisp, silky mouthfeel."
Private Reserve Ethiopia Barrel-Aged,San Francisco Bay Coffee,Medium-Light,Southern Ethiopia,92,"A barrel-fermented Ethiopia cup with a light touch — just a hint of wine cask on the nose and palate — supported by sweet berry, floral and chocolate suggestions."
Colombia Nariño,Dragonfly Coffee Roasters,Medium-Light,Southern Colombia,91,"A friendly, accessible (and accessibly priced) Colombia cup with engaging chocolate and raisin notes throughout."
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,Atom Coffee Roasters,Light,Oromia Region,94,"An elegant natural-processed Ethiopia cup, fruit-toned with notes of sweet nuts and citrus zest."
Turbo Espresso,Propeller Coffee,Medium,Colombia,93,"A darker-roasted espresso blend particularly attractive in three parts milk, with sweet floral, rich chocolate, and deep nut tones. "
Papua New Guinea Baroida Natural,Propeller Coffee,Medium-Light,Eastern Highlands Province,93,"A delicate yet confident, fruit-driven PNG natural cup, juicy and appealingly sweet-tart."
Foundry Blend,Propeller Coffee,Medium-Light,Burundi,92,"A blend named in homage to the rolled metal shop that once occupied the site of Propeller’s current roasting operation. Crisp, chocolaty, richly sweet-toned."
Papua New Guinea Baroida Washed,Propeller Coffee,Medium-Light,Eastern Highlands Province,92,"A quietly impressive washed-process PNG cup, delicate and deeply sweet."
Papua New Guinea Baroida Honey,Propeller Coffee,Medium-Light,Eastern Highlands Province,92,"A honey-processed PNG cup, complexly fruit-toned with a backdrop of spicy flowers."
Yemen Al Mashtal Al Burhani,Paradise Roasters,Medium-Light,Yemen,94,"An impressive Yemen cup, deep-toned and cleanly fruit-centered with bright, juicy acidity and inviting spice notes throughout."
Reina de la Asuncion Ecuador,JBC Coffee Roasters,Medium-Light,Loja Region,93,"A balanced, vibrant Ecuador cup that leads with notes of sweet melon and spicy florals, supported by deep tones of ,cocoa and nut."
Colombia Finca El Vergal Geisha/Java Natural,Paradise Roasters,Light,Huila,93,"An unusual blend of two varieties of Arabica, both natural-processed and both derived from Ethiopian landraces — the well-known, floral-toned Geisha and the lesser-known, more balanced Java."
